"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"42XWFQRL","forumPost","2021","Texas DPS [@TxDPS]","DPS continues to work w/ local law enforcement partners to secure our southern border as part of #OperationLoneStar. We're committed to confronting this crisis head on & cracking down on illegal activity — and we are doing so with one goal in mind: keeping our fellow Texans safe.","Twitter","","","","https://twitter.com/TxDPS/status/1440043334420942849","","2021-09-20","2022-04-03 14:16:22","2022-04-03 14:16:22","2022-04-03 14:16:22","","","","","","","","","","","","","","en","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5KINXVW","forumPost","2021","Texas DPS [@TxDPS]","There is no greater responsibility of government than protecting its citizens. Our Troopers are always on duty. #OperationLoneStar https://t.co/JGKuJ3oJKY","Twitter","","","","https://twitter.com/TxDPS/status/1439667590062878722","","2021-09-19","2022-04-03 14:16:40","2022-04-03 14:16:40","2022-04-03 14:16:40","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/JGKuJ3oJKY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMT3M95V","forumPost","2021","Texas DPS [@TxDPS]","DPS Troopers and @TexasGuard remain on the scene in Del Rio to monitor the #bordercrisis. Thanks to @GovAbbott’s leadership and support from the #txlege, #OperationLoneStar allows Texas to step up where the federal government has failed to #securetheborder. https://t.co/BCdLSyREjz","Twitter","","","","https://twitter.com/TxDPS/status/1439317636907679745","","2021-09-18","2022-04-03 14:16:52","2022-04-03 14:16:52","2022-04-03 14:16:52","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/BCdLSyREjz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKPCD94B","forumPost","2021","Texas DPS [@TxDPS]","“Whether it's securing the border or fighting human trafficking, the state of Texas will always step up.” – Gov. @GregAbbott_TX #OperationLoneStar https://t.co/PLsaFVxOrg","Twitter","","","","https://twitter.com/TxDPS/status/1438971024540831747","","2021-09-17","2022-04-03 14:17:12","2022-04-03 14:17:12","2022-04-03 14:17:12","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/PLsaFVxOrg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Q8DL3R7","forumPost","2021","Texas DPS [@TxDPS]","WATCH: Tune in to today's live stream ⬇ with Governor Greg Abbott. #BorderSecurity #OperationLoneStar https://t.co/09AOM7VY8l","Twitter","","","","https://twitter.com/TxDPS/status/1438957161497903110","","2021-09-17","2022-04-03 14:17:23","2022-04-03 14:17:23","2022-04-03 14:17:23","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/09AOM7VY8l","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VQLS6LV","forumPost","2021","Texas DPS [@TxDPS]","Texas remains committed under the leadership of @GovAbbott to secure the border since the federal government has failed to do so and the crisis escalates. #OperationLoneStar","Twitter","","","","https://twitter.com/TxDPS/status/1438617051669667840","","2021-09-16","2022-04-03 14:17:35","2022-04-03 14:17:35","2022-04-03 14:17:35","","","","","","","","","","","","","","en","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCY2CASV","forumPost","2021","Texas DPS [@TxDPS]","WATCH NOW: #OperationLoneStar briefing with DPS @TXMilitary 📺👀👇🏽 https://t.co/penhwwOX4a","Twitter","","","","https://twitter.com/TxDPS/status/1438524563940327426","","2021-09-16","2022-04-03 14:17:43","2022-04-03 14:17:43","2022-04-03 14:17:43","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/penhwwOX4a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2Z9IHPH","forumPost","2021","Texas DPS [@TxDPS]",".@FoxNews joined DPS @ the border to see firsthand what's happening & what DPS is doing to combat human smuggling under @GovAbbott's #OperationLoneStar. Watch their full report (New video captures footage of TX state troopers arresting border smugglers): https://video.foxnews.com/v/6272686346001#sp=show-clips.","Twitter","","","","https://twitter.com/TxDPS/status/1438236942471151618","","2021-09-15","2022-04-03 14:17:57","2022-04-03 14:17:57","2022-04-03 14:17:57","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://video.foxnews.com/v/6272686346001#sp=show-clips","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TILCZNX","forumPost","2021","Texas DPS [@TxDPS]","Tomorrow, DPS and @TXMilitary will begin weekly #OperationLoneStar media briefings to share tangible evidence of how combined local and state operations are protecting communities across the nation.","Twitter","","","","https://twitter.com/TxDPS/status/1438216295460212740","","2021-09-15","2022-04-03 14:18:14","2022-04-03 14:18:14","2022-04-03 14:18:14","","","","","","","","","","","","","","en","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDLVGVNF","forumPost","2021","Texas DPS [@TxDPS]","At the crux of #OperationLoneStar are leaders who want to ensure the safety of our state and nation, and the people who call it home. “Texas continues to work diligently to secure our southern border under the leadership of @GovAbbott,” said DPS Director Steven McCraw. https://t.co/rUlCcVYGaT","Twitter","","","","https://twitter.com/TxDPS/status/1438216052089970697","","2021-09-15","2022-04-03 14:18:27","2022-04-03 14:18:27","2022-04-03 14:18:27","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/rUlCcVYGaT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TW9X5D9I","forumPost","2021","Texas DPS [@TxDPS]","Together with @TXMilitary, DPS is working to ensure the safety of our communities & fellow Texans. Our goal is to disrupt criminal organizations & stop illegal activity at the border. Thanks to Gov. @GregAbbott_TX, we have the support needed to do just that. #OperationLoneStar https://t.co/qcGKPEUPXE","Twitter","","","","https://twitter.com/TxDPS/status/1437876307195416578","","2021-09-14","2022-04-03 14:18:40","2022-04-03 14:18:40","2022-04-03 14:18:40","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/qcGKPEUPXE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SEXE8NM","forumPost","2021","Texas DPS [@TxDPS]","DPS' Aircraft Operations Division patrols from the skies to enhance our border security, apprehend criminals and seize drugs before they reach the streets. It’s all part of our mission to secure the border under Gov. Greg Abbott's #OperationLoneStar. #BorderSecurity","Twitter","","","","https://twitter.com/TxDPS/status/1437536236667801609","","2021-09-13","2022-04-03 14:18:55","2022-04-03 14:18:55","2022-04-03 14:18:55","","","","","","","","","","","","","","en","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5AVNWWJ","forumPost","2021","Texas DPS [@TxDPS]","""I want to thank the men & women of @TxDPS, the National Guard, and U.S. Border Patrol for putting their lives on the line every day to secure the border, arrest dangerous criminals, and protect the victims of trafficking and smuggling."" - Gov. @GregAbbott_TX #OperationLoneStar https://t.co/NEGoAgvqu8","Twitter","","","","https://twitter.com/TxDPS/status/1435615909872295940","","2021-09-08","2022-04-03 14:19:06","2022-04-03 14:19:06","2022-04-03 14:19:06","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/NEGoAgvqu8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PRJZT38","forumPost","2021","Texas DPS [@TxDPS]","#OperationLoneStar UPDATE: DPS is committed to securing the border, and under the direction of Gov. @GregAbbott_TX, DPS' air, ground, marine & tactical security assets have been deployed to do just that. Check out the quick facts ⬇ for the latest on OLS activity (as of 9/2/21). https://t.co/TLDNmDtfNf","Twitter","","","","https://twitter.com/TxDPS/status/1435349899877441542","","2021-09-07","2022-04-03 14:19:19","2022-04-03 14:19:19","2022-04-03 14:19:19","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/TLDNmDtfNf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
