word,freq
border,0.5927127526828051
dps,1.6595957075118541
abbott,0.32443224357374595
biden,0.018717244821562264
illegal,0.23708510107312203
immigrants,0.1123034689293736
guard,0.1123034689293736
national guard,0.0
secure,0.16221612178687297
smuggling,0.1434988769653107
