word,freq
border,2.1713986089477664
dps,1.2599663803340375
abbott,1.236833582653486
biden,1.0055056058479712
illegal,0.9916259272396404
immigrants,0.6353808429591475
guard,0.5382230927008312
national guard,0.513548108508243
secure,0.4348965963943679
smuggling,0.3978841201054855
